year,month,latitude,longitude,sst
2021,4,-12.0,145.0,28.65
2021,4,-12.0,146.0,28.84
2021,4,-12.0,147.0,28.93
2021,4,-12.0,148.0,29.01
2021,4,-12.0,149.0,29.13
2021,4,-12.0,150.0,29.09
2021,4,-12.0,151.0,29.0
2021,4,-12.0,152.0,28.96
2021,4,-12.0,153.0,29.07
2021,4,-12.0,154.0,29.11
2021,4,-11.0,142.0,29.22
2021,4,-11.0,143.0,29.1
2021,4,-11.0,144.0,28.66
2021,4,-11.0,145.0,28.67
2021,4,-11.0,146.0,28.81
2021,4,-11.0,147.0,28.92
2021,4,-11.0,148.0,29.09
2021,4,-11.0,149.0,29.17
2021,4,-11.0,150.0,29.1
2021,4,-11.0,151.0,28.87
2021,4,-11.0,152.0,28.97
2021,4,-11.0,153.0,29.4
2021,4,-11.0,154.0,29.53
2021,4,-10.0,142.0,29.2
2021,4,-10.0,143.0,29.18
2021,4,-10.0,144.0,28.63
2021,4,-10.0,145.0,28.64
2021,4,-10.0,146.0,28.8
2021,4,-10.0,147.0,29.16
2021,4,-10.0,148.0,29.27
2021,4,-10.0,149.0,29.38
2021,4,-10.0,150.0,30.06
2021,4,-10.0,151.0,29.78
2021,4,-10.0,152.0,29.59
2021,4,-10.0,153.0,29.64
2021,4,-10.0,154.0,29.64
2021,4,-9.0,142.0,29.22
2021,4,-9.0,143.0,29.28
2021,4,-9.0,144.0,29.0
2021,4,-9.0,145.0,28.75
2021,4,-9.0,146.0,28.97
2021,4,-9.0,147.0,29.35
2021,4,-9.0,149.0,30.0
2021,4,-9.0,150.0,30.02
2021,4,-9.0,151.0,29.78
2021,4,-9.0,152.0,29.81
2021,4,-9.0,153.0,29.76
2021,4,-9.0,154.0,29.8
2021,5,-24.0,151.0,22.84
2021,5,-24.0,152.0,24.33
2021,5,-24.0,153.0,25.43
2021,5,-24.0,154.0,25.36
2021,5,-23.0,150.0,23.19
2021,5,-23.0,151.0,23.92
2021,5,-23.0,152.0,25.04
2021,5,-23.0,153.0,25.54
2021,5,-23.0,154.0,25.74
2021,5,-22.0,149.0,23.36
2021,5,-22.0,150.0,24.11
2021,5,-22.0,151.0,25.14
2021,5,-22.0,152.0,25.42
2021,5,-22.0,153.0,25.71
2021,5,-22.0,154.0,25.96
2021,5,-21.0,149.0,24.21
2021,5,-21.0,150.0,25.28
2021,5,-21.0,151.0,25.58
2021,5,-21.0,152.0,26.01
2021,5,-21.0,153.0,26.14
2021,5,-21.0,154.0,26.01
2021,5,-20.0,148.0,25.17
2021,5,-20.0,149.0,25.39
2021,5,-20.0,150.0,25.76
2021,5,-20.0,151.0,26.31
2021,5,-20.0,152.0,26.26
2021,5,-20.0,153.0,26.09
2021,5,-20.0,154.0,25.97
2021,5,-19.0,146.0,25.06
2021,5,-19.0,147.0,25.33
2021,5,-19.0,148.0,25.88
2021,5,-19.0,149.0,26.26
2021,5,-19.0,150.0,26.59
2021,5,-19.0,151.0,26.58
2021,5,-19.0,152.0,26.26
2021,5,-19.0,153.0,26.24
2021,5,-19.0,154.0,26.22
2021,5,-18.0,146.0,25.49
2021,5,-18.0,147.0,26.14
2021,5,-18.0,148.0,26.51
2021,5,-18.0,149.0,26.81
2021,5,-18.0,150.0,26.97
2021,5,-18.0,151.0,26.84
2021,5,-18.0,152.0,26.75
2021,5,-18.0,153.0,26.74
2021,5,-18.0,154.0,26.74
2021,5,-17.0,145.0,25.67
2021,5,-17.0,146.0,25.95
2021,5,-17.0,147.0,26.64
2021,5,-17.0,148.0,26.8
2021,5,-17.0,149.0,26.96
2021,5,-17.0,150.0,27.25
2021,5,-17.0,151.0,27.37
2021,5,-17.0,152.0,27.17
2021,5,-17.0,153.0,27.14
2021,5,-17.0,154.0,27.07
2021,5,-16.0,145.0,25.76
2021,5,-16.0,146.0,26.5
2021,5,-16.0,147.0,27.41
2021,5,-16.0,148.0,27.3
2021,5,-16.0,149.0,27.21
2021,5,-16.0,150.0,27.4
2021,5,-16.0,151.0,27.57
2021,5,-16.0,152.0,27.52
2021,5,-16.0,153.0,27.5
2021,5,-16.0,154.0,27.52
2021,5,-15.0,144.0,27.03
2021,5,-15.0,145.0,25.98
2021,5,-15.0,146.0,27.1
2021,5,-15.0,147.0,27.57
2021,5,-15.0,148.0,27.58
2021,5,-15.0,149.0,27.62
2021,5,-15.0,150.0,27.65
2021,5,-15.0,151.0,27.68
2021,5,-15.0,152.0,27.77
2021,5,-15.0,153.0,27.75
2021,5,-15.0,154.0,27.85
2021,5,-14.0,144.0,26.74
2021,5,-14.0,145.0,27.02
2021,5,-14.0,146.0,27.58
2021,5,-14.0,147.0,27.67
2021,5,-14.0,148.0,27.85
2021,5,-14.0,149.0,27.99
2021,5,-14.0,150.0,28.06
2021,5,-14.0,151.0,27.92
2021,5,-14.0,152.0,28.0
2021,5,-14.0,153.0,28.1
2021,5,-14.0,154.0,28.11
2021,5,-13.0,143.0,26.87
2021,5,-13.0,144.0,27.13
2021,5,-13.0,145.0,27.55
2021,5,-13.0,146.0,27.65
2021,5,-13.0,147.0,27.82
2021,5,-13.0,148.0,27.95
2021,5,-13.0,149.0,28.03
2021,5,-13.0,150.0,28.16
2021,5,-13.0,151.0,28.22
2021,5,-13.0,152.0,28.08
2021,5,-13.0,153.0,28.18
2021,5,-13.0,154.0,28.22
2021,5,-12.0,142.0,28.1
2021,5,-12.0,143.0,27.12
2021,5,-12.0,144.0,27.33
2021,5,-12.0,145.0,27.67
2021,5,-12.0,146.0,27.7
2021,5,-12.0,147.0,27.77
2021,5,-12.0,148.0,27.87
2021,5,-12.0,149.0,27.97
2021,5,-12.0,150.0,28.16
2021,5,-12.0,151.0,28.38
2021,5,-12.0,152.0,28.28
2021,5,-12.0,153.0,28.26
2021,5,-12.0,154.0,28.36
2021,5,-11.0,142.0,27.7
2021,5,-11.0,143.0,27.53
2021,5,-11.0,144.0,27.51
2021,5,-11.0,145.0,27.71
2021,5,-11.0,146.0,27.77
2021,5,-11.0,147.0,27.81
2021,5,-11.0,148.0,27.86
2021,5,-11.0,149.0,27.9
2021,5,-11.0,150.0,27.92
2021,5,-11.0,151.0,28.21
2021,5,-11.0,152.0,28.58
2021,5,-11.0,153.0,29.0
2021,5,-11.0,154.0,29.37
2021,5,-10.0,142.0,27.74
2021,5,-10.0,143.0,27.87
2021,5,-10.0,144.0,27.68
2021,5,-10.0,145.0,27.68
2021,5,-10.0,146.0,27.81
2021,5,-10.0,147.0,27.9
2021,5,-10.0,148.0,27.75
2021,5,-10.0,149.0,28.01
2021,5,-10.0,150.0,29.36
2021,5,-10.0,151.0,29.19
2021,5,-10.0,152.0,29.11
2021,5,-10.0,153.0,29.28
2021,5,-10.0,154.0,29.51
2021,5,-9.0,142.0,27.83
2021,5,-9.0,143.0,28.06
2021,5,-9.0,144.0,28.02
2021,5,-9.0,145.0,27.87
2021,5,-9.0,146.0,28.13
2021,5,-9.0,147.0,28.31
2021,5,-9.0,149.0,29.73
2021,5,-9.0,150.0,29.65
2021,5,-9.0,151.0,29.27
2021,5,-9.0,152.0,29.17
2021,5,-9.0,153.0,29.31
2021,5,-9.0,154.0,29.5
2021,6,-24.0,151.0,20.62
2021,6,-24.0,152.0,22.49
2021,6,-24.0,153.0,23.7
2021,6,-24.0,154.0,24.19
2021,6,-23.0,150.0,20.34
2021,6,-23.0,151.0,22.14
2021,6,-23.0,152.0,23.5
2021,6,-23.0,153.0,23.87
2021,6,-23.0,154.0,24.39
2021,6,-22.0,149.0,21.0
2021,6,-22.0,150.0,21.79
2021,6,-22.0,151.0,23.22
2021,6,-22.0,152.0,23.88
2021,6,-22.0,153.0,24.48
2021,6,-22.0,154.0,24.65
2021,6,-21.0,149.0,22.24
2021,6,-21.0,150.0,23.43
2021,6,-21.0,151.0,24.08
2021,6,-21.0,152.0,24.75
2021,6,-21.0,153.0,24.87
2021,6,-21.0,154.0,24.7
2021,6,-20.0,148.0,23.44
2021,6,-20.0,149.0,23.78
2021,6,-20.0,150.0,24.42
2021,6,-20.0,151.0,25.05
2021,6,-20.0,152.0,24.98
2021,6,-20.0,153.0,24.91
2021,6,-20.0,154.0,24.89
2021,6,-19.0,146.0,23.09
2021,6,-19.0,147.0,23.8
2021,6,-19.0,148.0,24.85
2021,6,-19.0,149.0,25.24
2021,6,-19.0,150.0,25.35
2021,6,-19.0,151.0,25.25
2021,6,-19.0,152.0,25.02
2021,6,-19.0,153.0,25.16
2021,6,-19.0,154.0,25.17
2021,6,-18.0,146.0,23.93
2021,6,-18.0,147.0,25.23
2021,6,-18.0,148.0,25.63
2021,6,-18.0,149.0,25.69
2021,6,-18.0,150.0,25.57
2021,6,-18.0,151.0,25.41
2021,6,-18.0,152.0,25.34
2021,6,-18.0,153.0,25.63
2021,6,-18.0,154.0,25.74
2021,6,-17.0,145.0,24.19
2021,6,-17.0,146.0,24.86
2021,6,-17.0,147.0,25.81
2021,6,-17.0,148.0,26.01
2021,6,-17.0,149.0,25.95
2021,6,-17.0,150.0,25.81
2021,6,-17.0,151.0,25.76
2021,6,-17.0,152.0,25.85
2021,6,-17.0,153.0,26.15
2021,6,-17.0,154.0,26.19
2021,6,-16.0,145.0,24.5
2021,6,-16.0,146.0,25.66
2021,6,-16.0,147.0,26.31
2021,6,-16.0,148.0,26.27
2021,6,-16.0,149.0,26.13
2021,6,-16.0,150.0,25.97
2021,6,-16.0,151.0,26.05
2021,6,-16.0,152.0,26.39
2021,6,-16.0,153.0,26.63
2021,6,-16.0,154.0,26.6
2021,6,-15.0,144.0,25.91
2021,6,-15.0,145.0,24.91
2021,6,-15.0,146.0,26.26
2021,6,-15.0,147.0,26.56
2021,6,-15.0,148.0,26.44
2021,6,-15.0,149.0,26.3
2021,6,-15.0,150.0,26.23
2021,6,-15.0,151.0,26.4
2021,6,-15.0,152.0,26.69
2021,6,-15.0,153.0,26.93
2021,6,-15.0,154.0,27.04
2021,6,-14.0,144.0,25.67
2021,6,-14.0,145.0,26.11
2021,6,-14.0,146.0,26.57
2021,6,-14.0,147.0,26.65
2021,6,-14.0,148.0,26.72
2021,6,-14.0,149.0,26.71
2021,6,-14.0,150.0,26.57
2021,6,-14.0,151.0,26.7
2021,6,-14.0,152.0,26.89
2021,6,-14.0,153.0,27.06
2021,6,-14.0,154.0,27.17
2021,6,-13.0,143.0,25.64
2021,6,-13.0,144.0,26.1
2021,6,-13.0,145.0,26.49
2021,6,-13.0,146.0,26.55
2021,6,-13.0,147.0,26.61
2021,6,-13.0,148.0,26.79
2021,6,-13.0,149.0,26.85
2021,6,-13.0,150.0,26.78
2021,6,-13.0,151.0,26.89
2021,6,-13.0,152.0,26.99
2021,6,-13.0,153.0,27.04
2021,6,-13.0,154.0,27.12
2021,6,-12.0,142.0,26.61
2021,6,-12.0,143.0,25.93
2021,6,-12.0,144.0,26.27
2021,6,-12.0,145.0,26.6
2021,6,-12.0,146.0,26.72
2021,6,-12.0,147.0,26.79
2021,6,-12.0,148.0,26.88
2021,6,-12.0,149.0,26.93
2021,6,-12.0,150.0,26.86
2021,6,-12.0,151.0,26.98
2021,6,-12.0,152.0,27.15
2021,6,-12.0,153.0,27.22
2021,6,-12.0,154.0,27.29
2021,6,-11.0,142.0,26.49
2021,6,-11.0,143.0,26.37
2021,6,-11.0,144.0,26.4
2021,6,-11.0,145.0,26.67
2021,6,-11.0,146.0,26.84
2021,6,-11.0,147.0,26.95
2021,6,-11.0,148.0,26.98
2021,6,-11.0,149.0,27.02
2021,6,-11.0,150.0,26.98
2021,6,-11.0,151.0,27.17
2021,6,-11.0,152.0,27.69
2021,6,-11.0,153.0,28.0
2021,6,-11.0,154.0,28.21
2021,6,-10.0,142.0,26.72
2021,6,-10.0,143.0,26.73
2021,6,-10.0,144.0,26.67
2021,6,-10.0,145.0,26.69
2021,6,-10.0,146.0,26.91
2021,6,-10.0,147.0,27.09
2021,6,-10.0,148.0,26.86
2021,6,-10.0,149.0,27.08
2021,6,-10.0,150.0,28.46
2021,6,-10.0,151.0,28.32
2021,6,-10.0,152.0,28.6
2021,6,-10.0,153.0,28.64
2021,6,-10.0,154.0,28.61
2021,6,-9.0,142.0,26.85
2021,6,-9.0,143.0,26.95
2021,6,-9.0,144.0,27.14
2021,6,-9.0,145.0,27.14
2021,6,-9.0,146.0,27.37
2021,6,-9.0,147.0,27.54
2021,6,-9.0,149.0,29.04
2021,6,-9.0,150.0,28.83
2021,6,-9.0,151.0,28.58
2021,6,-9.0,152.0,28.75
2021,6,-9.0,153.0,28.69
2021,6,-9.0,154.0,28.78
2021,7,-24.0,151.0,19.82
2021,7,-24.0,152.0,21.3
2021,7,-24.0,153.0,22.8
2021,7,-24.0,154.0,23.38
2021,7,-23.0,150.0,19.65
2021,7,-23.0,151.0,21.04
2021,7,-23.0,152.0,22.22
2021,7,-23.0,153.0,22.99
2021,7,-23.0,154.0,23.81
2021,7,-22.0,149.0,20.32
2021,7,-22.0,150.0,21.07
2021,7,-22.0,151.0,22.35
2021,7,-22.0,152.0,23.02
2021,7,-22.0,153.0,23.81
2021,7,-22.0,154.0,24.09
2021,7,-21.0,149.0,21.64
2021,7,-21.0,150.0,22.64
2021,7,-21.0,151.0,23.46
2021,7,-21.0,152.0,24.14
2021,7,-21.0,153.0,24.35
2021,7,-21.0,154.0,24.46
2021,7,-20.0,148.0,23.1
2021,7,-20.0,149.0,23.27
2021,7,-20.0,150.0,23.79
2021,7,-20.0,151.0,24.47
2021,7,-20.0,152.0,24.73
2021,7,-20.0,153.0,24.67
2021,7,-20.0,154.0,24.64
2021,7,-19.0,146.0,23.21
2021,7,-19.0,147.0,23.66
2021,7,-19.0,148.0,24.34
2021,7,-19.0,149.0,24.62
2021,7,-19.0,150.0,24.74
2021,7,-19.0,151.0,24.68
2021,7,-19.0,152.0,25.06
2021,7,-19.0,153.0,25.08
2021,7,-19.0,154.0,25.04
2021,7,-18.0,146.0,23.87
2021,7,-18.0,147.0,24.92
2021,7,-18.0,148.0,25.05
2021,7,-18.0,149.0,25.16
2021,7,-18.0,150.0,25.08
2021,7,-18.0,151.0,25.07
2021,7,-18.0,152.0,25.19
2021,7,-18.0,153.0,25.32
2021,7,-18.0,154.0,25.26
2021,7,-17.0,145.0,24.11
2021,7,-17.0,146.0,24.7
2021,7,-17.0,147.0,25.35
2021,7,-17.0,148.0,25.4
2021,7,-17.0,149.0,25.53
2021,7,-17.0,150.0,25.72
2021,7,-17.0,151.0,25.97
2021,7,-17.0,152.0,25.73
2021,7,-17.0,153.0,25.76
2021,7,-17.0,154.0,25.58
2021,7,-16.0,145.0,24.35
2021,7,-16.0,146.0,25.22
2021,7,-16.0,147.0,25.6
2021,7,-16.0,148.0,25.78
2021,7,-16.0,149.0,25.96
2021,7,-16.0,150.0,26.2
2021,7,-16.0,151.0,26.38
2021,7,-16.0,152.0,26.4
2021,7,-16.0,153.0,26.36
2021,7,-16.0,154.0,26.02
2021,7,-15.0,144.0,25.94
2021,7,-15.0,145.0,24.79
2021,7,-15.0,146.0,25.76
2021,7,-15.0,147.0,26.06
2021,7,-15.0,148.0,26.14
2021,7,-15.0,149.0,26.19
2021,7,-15.0,150.0,26.36
2021,7,-15.0,151.0,26.63
2021,7,-15.0,152.0,26.82
2021,7,-15.0,153.0,27.0
2021,7,-15.0,154.0,27.04
2021,7,-14.0,144.0,25.57
2021,7,-14.0,145.0,25.77
2021,7,-14.0,146.0,26.2
2021,7,-14.0,147.0,26.36
2021,7,-14.0,148.0,26.47
2021,7,-14.0,149.0,26.52
2021,7,-14.0,150.0,26.54
2021,7,-14.0,151.0,26.68
2021,7,-14.0,152.0,26.88
2021,7,-14.0,153.0,27.13
2021,7,-14.0,154.0,27.52
2021,7,-13.0,143.0,25.62
2021,7,-13.0,144.0,25.93
2021,7,-13.0,145.0,26.38
2021,7,-13.0,146.0,26.5
2021,7,-13.0,147.0,26.46
2021,7,-13.0,148.0,26.6
2021,7,-13.0,149.0,26.69
2021,7,-13.0,150.0,26.68
2021,7,-13.0,151.0,26.68
2021,7,-13.0,152.0,26.8
2021,7,-13.0,153.0,27.15
2021,7,-13.0,154.0,27.73
2021,7,-12.0,142.0,26.5
2021,7,-12.0,143.0,25.9
2021,7,-12.0,144.0,26.16
2021,7,-12.0,145.0,26.5
2021,7,-12.0,146.0,26.58
2021,7,-12.0,147.0,26.53
2021,7,-12.0,148.0,26.65
2021,7,-12.0,149.0,26.69
2021,7,-12.0,150.0,26.76
2021,7,-12.0,151.0,26.75
2021,7,-12.0,152.0,26.87
2021,7,-12.0,153.0,27.07
2021,7,-12.0,154.0,27.56
2021,7,-11.0,142.0,26.48
2021,7,-11.0,143.0,26.31
2021,7,-11.0,144.0,26.33
2021,7,-11.0,145.0,26.49
2021,7,-11.0,146.0,26.66
2021,7,-11.0,147.0,26.69
2021,7,-11.0,148.0,26.64
2021,7,-11.0,149.0,26.58
2021,7,-11.0,150.0,26.67
2021,7,-11.0,151.0,27.06
2021,7,-11.0,152.0,27.59
2021,7,-11.0,153.0,27.99
2021,7,-11.0,154.0,28.34
2021,7,-10.0,142.0,26.75
2021,7,-10.0,143.0,26.71
2021,7,-10.0,144.0,26.58
2021,7,-10.0,145.0,26.6
2021,7,-10.0,146.0,26.75
2021,7,-10.0,147.0,26.69
2021,7,-10.0,148.0,26.42
2021,7,-10.0,149.0,26.55
2021,7,-10.0,150.0,28.26
2021,7,-10.0,151.0,28.17
2021,7,-10.0,152.0,28.33
2021,7,-10.0,153.0,28.43
2021,7,-10.0,154.0,28.58
2021,7,-9.0,142.0,26.9
2021,7,-9.0,143.0,26.94
2021,7,-9.0,144.0,27.01
2021,7,-9.0,145.0,26.96
2021,7,-9.0,146.0,27.12
2021,7,-9.0,147.0,27.31
2021,7,-9.0,149.0,28.9
2021,7,-9.0,150.0,28.68
2021,7,-9.0,151.0,28.37
2021,7,-9.0,152.0,28.52
2021,7,-9.0,153.0,28.66
2021,7,-9.0,154.0,28.92
2021,8,-24.0,151.0,20.4
2021,8,-24.0,152.0,21.11
2021,8,-24.0,153.0,22.75
2021,8,-24.0,154.0,23.41
2021,8,-23.0,150.0,20.5
2021,8,-23.0,151.0,21.15
2021,8,-23.0,152.0,21.96
2021,8,-23.0,153.0,23.22
2021,8,-23.0,154.0,23.51
2021,8,-22.0,149.0,21.16
2021,8,-22.0,150.0,21.41
2021,8,-22.0,151.0,22.38
2021,8,-22.0,152.0,22.71
2021,8,-22.0,153.0,23.32
2021,8,-22.0,154.0,23.9
2021,8,-21.0,149.0,22.24
2021,8,-21.0,150.0,22.88
2021,8,-21.0,151.0,23.24
2021,8,-21.0,152.0,23.93
2021,8,-21.0,153.0,24.09
2021,8,-21.0,154.0,24.09
2021,8,-20.0,148.0,23.25
2021,8,-20.0,149.0,23.45
2021,8,-20.0,150.0,23.72
2021,8,-20.0,151.0,24.3
2021,8,-20.0,152.0,24.42
2021,8,-20.0,153.0,24.24
2021,8,-20.0,154.0,24.1
2021,8,-19.0,146.0,23.55
2021,8,-19.0,147.0,23.71
2021,8,-19.0,148.0,24.3
2021,8,-19.0,149.0,24.57
2021,8,-19.0,150.0,24.6
2021,8,-19.0,151.0,24.51
2021,8,-19.0,152.0,24.44
2021,8,-19.0,153.0,24.43
2021,8,-19.0,154.0,24.45
2021,8,-18.0,146.0,23.95
2021,8,-18.0,147.0,24.72
2021,8,-18.0,148.0,24.93
2021,8,-18.0,149.0,24.97
2021,8,-18.0,150.0,24.85
2021,8,-18.0,151.0,24.67
2021,8,-18.0,152.0,24.61
2021,8,-18.0,153.0,24.8
2021,8,-18.0,154.0,24.87
2021,8,-17.0,145.0,24.14
2021,8,-17.0,146.0,24.64
2021,8,-17.0,147.0,25.3
2021,8,-17.0,148.0,25.25
2021,8,-17.0,149.0,25.53
2021,8,-17.0,150.0,25.47
2021,8,-17.0,151.0,25.21
2021,8,-17.0,152.0,25.17
2021,8,-17.0,153.0,25.36
2021,8,-17.0,154.0,25.33
2021,8,-16.0,145.0,24.32
2021,8,-16.0,146.0,25.21
2021,8,-16.0,147.0,25.71
2021,8,-16.0,148.0,25.77
2021,8,-16.0,149.0,25.92
2021,8,-16.0,150.0,26.16
2021,8,-16.0,151.0,26.01
2021,8,-16.0,152.0,25.95
2021,8,-16.0,153.0,26.23
2021,8,-16.0,154.0,26.03
2021,8,-15.0,144.0,25.71
2021,8,-15.0,145.0,24.65
2021,8,-15.0,146.0,25.69
2021,8,-15.0,147.0,25.98
2021,8,-15.0,148.0,26.07
2021,8,-15.0,149.0,26.21
2021,8,-15.0,150.0,26.53
2021,8,-15.0,151.0,26.94
2021,8,-15.0,152.0,27.15
2021,8,-15.0,153.0,27.08
2021,8,-15.0,154.0,26.8
2021,8,-14.0,144.0,25.31
2021,8,-14.0,145.0,25.68
2021,8,-14.0,146.0,26.07
2021,8,-14.0,147.0,26.23
2021,8,-14.0,148.0,26.28
2021,8,-14.0,149.0,26.31
2021,8,-14.0,150.0,26.52
2021,8,-14.0,151.0,27.0
2021,8,-14.0,152.0,27.44
2021,8,-14.0,153.0,27.56
2021,8,-14.0,154.0,27.41
2021,8,-13.0,143.0,25.34
2021,8,-13.0,144.0,25.71
2021,8,-13.0,145.0,26.2
2021,8,-13.0,146.0,26.28
2021,8,-13.0,147.0,26.35
2021,8,-13.0,148.0,26.45
2021,8,-13.0,149.0,26.52
2021,8,-13.0,150.0,26.55
2021,8,-13.0,151.0,26.7
2021,8,-13.0,152.0,27.22
2021,8,-13.0,153.0,27.81
2021,8,-13.0,154.0,27.91
2021,8,-12.0,142.0,26.34
2021,8,-12.0,143.0,25.65
2021,8,-12.0,144.0,25.94
2021,8,-12.0,145.0,26.25
2021,8,-12.0,146.0,26.37
2021,8,-12.0,147.0,26.4
2021,8,-12.0,148.0,26.48
2021,8,-12.0,149.0,26.56
2021,8,-12.0,150.0,26.66
2021,8,-12.0,151.0,26.71
2021,8,-12.0,152.0,27.04
2021,8,-12.0,153.0,27.25
2021,8,-12.0,154.0,27.85
2021,8,-11.0,142.0,26.22
2021,8,-11.0,143.0,26.04
2021,8,-11.0,144.0,26.1
2021,8,-11.0,145.0,26.27
2021,8,-11.0,146.0,26.46
2021,8,-11.0,147.0,26.48
2021,8,-11.0,148.0,26.47
2021,8,-11.0,149.0,26.4
2021,8,-11.0,150.0,26.36
2021,8,-11.0,151.0,27.18
2021,8,-11.0,152.0,27.77
2021,8,-11.0,153.0,28.06
2021,8,-11.0,154.0,28.31
2021,8,-10.0,142.0,26.35
2021,8,-10.0,143.0,26.37
2021,8,-10.0,144.0,26.32
2021,8,-10.0,145.0,26.42
2021,8,-10.0,146.0,26.65
2021,8,-10.0,147.0,26.51
2021,8,-10.0,148.0,26.22
2021,8,-10.0,149.0,26.33
2021,8,-10.0,150.0,27.65
2021,8,-10.0,151.0,27.9
